KegonsaBeach2,KegonsaPier1,KegonsaPier2,KegonsaPier3,KegonsaPier4,KegonsaPier6,KegonsaPier7,KegonsaPier8,Mendota3,MendotaBeach1,MendotaBeach12,MendotaBeach13,MendotaBeach18,MendotaBeach19,MendotaBeach28,MendotaBeach3,MendotaBeach30,MendotaBeach32,MendotaBeach34,MendotaPark21,MendotaPark29,MendotaPier10,MendotaPier11,MendotaPier14,MendotaPier15,MendotaPier16,MendotaPier17,MendotaPier2,MendotaPier20,MendotaPier22,MendotaPier23,MendotaPier26,MendotaPier27,MendotaPier3,MendotaPier31,MendotaPier33,MendotaPier35,MendotaPier6,MendotaPier7,MendotaPier8,MendotaPier9,MononaBeach11,MononaBeach16,MononaBeach17,MononaBeach18,MononaBeach22,MononaBeach3,MononaBeach5,MononaPark12,MononaPark19,MononaPark2,MononaPier1,MononaPier10,MononaPier12,MononaPier13,MononaPier14,MononaPier15,MononaPier20,MononaPier21,MononaPier24,MononaPier6,MononaPier7,MononaPier8,MononaPier9,WaubesaBeach1,WaubesaPark9,WaubesaPier2,WaubesaPier3,WaubesaPier4,WaubesaPier5,WaubesaPier6,WaubesaPier7,WaubesaPier8,Wingra1,WingraBeach1,WingraPark3,WingraPier2,MendotaPier18
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
