1,collectionSiteId,collectorUsername,airTemp,algalBloom,algalBloomSheen,batherLoad,plantDebris,time.of.entry,Date,Time,turbidity,waterAppearance,waterfowlPresence,waterTemp,waveIntensity,comment,phosphorusSample,favorability,lat,long
704,MendotaBeach12,staff,72,1,0,1,2,8/25/14 13:00,8/18/14,8:17:50,42,1,2,73,1,undefined,FALSE,Good,43.08171111,-89.38331389
705,MendotaBeach12,staff,72.7,1,0,1,2,9/2/14 9:59,8/19/14,8:45:16,107,2,3,74.1,2,undefined,FALSE,Poor,43.08171111,-89.38331389
706,MendotaBeach12,staff,71.6,1,0,1,2,9/2/14 10:00,8/20/14,8:50:45,115,1,2,75.2,1,undefined,FALSE,Good,43.08171111,-89.38331389
707,MendotaBeach12,staff,73.4,1,0,1,3,9/2/14 10:01,8/21/14,8:24:12,115,1,3,75.7,1,undefined,FALSE,Good,43.08171111,-89.38331389
708,MendotaBeach12,staff,69.8,1,FALSE,1,3,9/2/14 10:02,8/22/14,8:38:24,31,1,3,74.1,1,undefined,FALSE,Good,43.08171111,-89.38331389
709,MendotaBeach12,staff,68.4,1,FALSE,1,2,6/10/14 16:27,8/25/14,8:55:30,30,2,3,72.3,1,undefined,FALSE,Unknown,43.08171111,-89.38331389
710,MendotaBeach12,staff,70.1,1,FALSE,1,2,6/10/14 16:29,8/26/14,9:50:47,90,3,3,75.1,2,undefined,FALSE,Unknown,43.08171111,-89.38331389
711,MendotaBeach12,staff,75.2,1,FALSE,1,1,6/10/14 16:31,8/27/14,10:25:46,96,1,1,74.3,1,undefined,FALSE,Unknown,43.08171111,-89.38331389
712,MendotaBeach12,staff,68.9,1,FALSE,1,1,6/10/14 16:32,8/28/14,9:46:41,120,1,2,73,1,undefined,FALSE,Unknown,43.08171111,-89.38331389
713,MendotaBeach12,staff,76,1,FALSE,1,1,6/14/14 21:25,9/2/14,8:05:35,72,1,3,75,1,undefined,FALSE,Unknown,43.08171111,-89.38331389
714,MendotaPier15,stampen,61,1,FALSE,1,1,6/14/14 21:27,9/5/14,9:35:00,67,NA,2,71,1,undefined,NA,Unknown,43.1228,-89.43883611
715,MendotaPier15,stampen,66,1,FALSE,1,1,6/14/14 21:29,9/6/14,6:21:00,82,NA,2,70,1,undefined,NA,Unknown,43.1228,-89.43883611
716,MendotaPier15,stampen,68,1,FALSE,1,1,6/14/14 21:30,9/7/14,7:50:00,62,NA,1,72,1,undefined,NA,Unknown,43.1228,-89.43883611
717,MendotaPier15,stampen,68,1,FALSE,1,2,6/20/14 9:55,9/8/14,7:09:00,84,NA,1,70,1,undefined,NA,Unknown,43.1228,-89.43883611
718,MendotaPier15,stampen,72,1,FALSE,1,2,6/20/14 9:44,9/9/14,8:03:00,67,NA,2,73,1,undefined,NA,Unknown,43.1228,-89.43883611
719,MendotaPier15,stampen,54,1,FALSE,1,1,6/20/14 9:46,9/10/14,14:22:00,81,NA,2,66,2,undefined,NA,Unknown,43.1228,-89.43883611
720,MendotaPier15,stampen,55,1,FALSE,1,1,6/20/14 9:59,9/11/14,7:42:00,120,NA,1,66,1,undefined,NA,Unknown,43.1228,-89.43883611
721,MendotaPier15,stampen,57,1,FALSE,1,1,6/20/14 10:01,9/12/14,7:13:00,120,NA,1,63,2,undefined,NA,Unknown,43.1228,-89.43883611
722,MendotaPier15,stampen,57,1,FALSE,1,1,6/20/14 10:03,9/13/14,8:28:00,95,NA,1,65,1,undefined,NA,Unknown,43.1228,-89.43883611
723,MendotaPier15,stampen,63,1,FALSE,1,1,6/28/14 10:03,9/14/14,7:53:00,120,NA,1,64,2,undefined,NA,Unknown,43.1228,-89.43883611
724,MendotaPier15,stampen,60,1,FALSE,1,1,6/28/14 10:10,9/15/14,8:34:00,120,NA,1,61,1,undefined,NA,Unknown,43.1228,-89.43883611
725,MendotaPier15,stampen,61,1,FALSE,1,1,6/28/14 10:11,9/16/14,7:46:00,105,NA,1,62,1,undefined,NA,Unknown,43.1228,-89.43883611
726,MendotaPier15,stampen,55,1,FALSE,1,1,6/28/14 10:13,9/17/14,7:51:00,95,NA,1,63,1,undefined,NA,Unknown,43.1228,-89.43883611
727,MendotaPier15,stampen,61,1,FALSE,1,2,6/28/14 10:14,9/18/14,7:56:00,65,NA,1,64,2,undefined,NA,Unknown,43.1228,-89.43883611
728,MendotaPier15,stampen,67,1,FALSE,1,1,6/28/14 10:16,9/19/14,11:18:00,72,NA,2,64,2,undefined,NA,Unknown,43.1228,-89.43883611
729,MendotaPier15,stampen,63,1,FALSE,1,1,6/28/14 10:17,9/20/14,8:30:00,101,NA,2,64,1,undefined,NA,Unknown,43.1228,-89.43883611
730,MendotaPier15,stampen,57,1,0,1,1,6/28/14 10:18,9/21/14,7:42:00,101,NA,2,61,1,actual time was not submitted,NA,Unknown,43.1228,-89.43883611
731,MendotaPier15,stampen,61,1,0,1,1,7/14/14 15:16,9/22/14,8:32:00,92,NA,1,62,1,undefined,NA,Good,43.1228,-89.43883611
732,MendotaPier15,stampen,62,1,0,1,1,7/14/14 15:17,9/23/14,8:10:00,110,NA,1,63,1,undefined,NA,Poor,43.1228,-89.43883611
733,MendotaPier15,stampen,62,1,0,1,1,7/14/14 15:18,9/24/14,8:36:00,91,NA,1,64,2,"Phosphorus sample was taken at 3:43 PM and taken to the lab. Afterwards, we returned to complete the rest of the sampling.",NA,Good,43.1228,-89.43883611
734,MendotaPier15,stampen,64,1,2,1,1,7/14/14 15:20,9/25/14,7:51:00,80,NA,2,65,1,undefined,NA,Good,43.1228,-89.43883611
735,MendotaPier15,stampen,61,1,0,1,1,7/14/14 15:26,9/26/14,7:24:00,100,NA,2,67,1,Digital thermometer seems to be acting up again. It was on when pulled from cardboard box and would shut itself off and restart without prompting. The accuracy of these temperatures should be questioned.,NA,Fair,43.1228,-89.43883611
736,MendotaPier15,stampen,62,1,0,1,1,7/14/14 15:34,9/27/14,7:13:00,97,NA,1,68,1,undefined,NA,Good,43.1228,-89.43883611
737,MendotaPier15,stampen,68,1,0,1,1,7/14/14 15:35,9/28/14,7:38:00,88,NA,1,68,1,undefined,NA,Good,43.1228,-89.43883611
738,MendotaPier15,stampen,77,1,0,1,1,7/14/14 15:36,9/29/14,8:10:00,60,NA,2,77,1,undefined,NA,Good,43.1228,-89.43883611
739,MendotaPier15,stampen,65,2,0,1,2,7/14/14 15:37,6/7/14,16:00:00,120,NA,1,67,1,undefined,FALSE,Good,43.1228,-89.43883611
740,MendotaPier15,stampen,67,1,0,1,1,7/14/14 15:39,6/8/14,7:23:00,120,NA,1,68.5,1,"Cannot enter in above row:  bather load - 1, wave intensity -2, waterfowl - 1, algae bloom - 1, floating debris 2",FALSE,Good,43.1228,-89.43883611
741,MendotaPier15,stampen,68,1,0,1,1,7/14/14 15:40,6/9/14,8:05:00,46,NA,1,71,1,undefined,FALSE,Good,43.1228,-89.43883611
742,MendotaPier15,stampen,64,1,0,1,1,7/14/14 15:41,6/10/14,10:24:00,33,NA,1,68,2,undefined,FALSE,Good,43.1228,-89.43883611
743,MendotaPier15,stampen,66,1,2,1,2,7/14/14 15:42,6/11/14,8:05:00,30,NA,2,70,2,undefined,FALSE,Good,43.1228,-89.43883611
744,MendotaPier15,stampen,62,1,0,1,2,7/14/14 15:43,6/12/14,8:11:00,120,NA,1,58,1,undefined,FALSE,Good,43.1228,-89.43883611
745,MendotaPier15,stampen,72,2,0,1,1,7/14/14 15:43,6/13/14,7:09:00,25,NA,1,72.3,1,undefined,FALSE,Good,43.1228,-89.43883611
746,MendotaPier15,stampen,70,1,0,2,1,8/1/14 9:27,6/14/14,17:20:00,67,NA,1,72,3,large rain event  run off to lake on north shore evident  murky brown  220ft out   wave intensity high wind from south,FALSE,Good,43.1228,-89.43883611
747,MendotaPier15,stampen,80,1,2,1,2,8/1/14 9:28,6/15/14,9:36:00,39,NA,2,70.5,1,"Water really clear! Site has a boom and roped off swim area - I sample at end of shallow water line, about 3 foot depth",FALSE,Good,43.1228,-89.43883611
748,MendotaPier15,stampen,72,1,0,1,1,8/1/14 9:33,6/15/14,15:48:00,120,NA,3,68,2,Lots of baby ducks,FALSE,Good,43.1228,-89.43883611
749,MendotaPier15,stampen,73,1,0,1,1,8/1/14 9:35,6/16/14,8:04:00,67,NA,1,72,1,undefined,FALSE,Poor,43.1228,-89.43883611
750,MendotaPier15,stampen,80,1,0,1,2,8/1/14 9:36,6/17/14,9:36:00,72,NA,2,75,1,"Could not move sliders: bather load lots, plant debris none, algal bloom none, waterfowl none",FALSE,Good,43.1228,-89.43883611
751,MendotaPier15,stampen,75,1,0,1,1,8/1/14 9:38,6/18/14,17:04:00,45,NA,1,73,1,undefined,FALSE,Good,43.1228,-89.43883611
752,MendotaPier15,stampen,73,2,0,1,1,8/1/14 9:39,6/20/14,9:08:00,78,NA,2,71,1,undefined,FALSE,Good,43.1228,-89.43883611
753,MendotaPier15,stampen,75,1,0,1,1,8/1/14 9:41,6/21/14,11:07:00,120,NA,1,72,2,undefined,FALSE,Good,43.1228,-89.43883611
754,MendotaPier15,stampen,79,1,0,1,2,8/1/14 9:42,6/22/14,8:03:00,77,NA,3,75,1,undefined,FALSE,Good,43.1228,-89.43883611
755,MendotaPier15,stampen,76,2,0,1,2,8/1/14 9:46,6/23/14,9:23:00,108,NA,1,75,1,Light rain,FALSE,Good,43.1228,-89.43883611
756,MendotaPier15,stampen,61,1,0,1,2,8/1/14 9:49,6/24/14,7:49:00,120,NA,1,72,1,undefined,FALSE,Good,43.1228,-89.43883611
757,MendotaPier15,stampen,72,1,0,1,2,8/1/14 9:50,6/25/14,7:28:00,55,NA,2,76,2,undefined,FALSE,Good,43.1228,-89.43883611
758,MendotaPier15,stampen,73,1,0,1,2,8/1/14 9:51,6/26/14,10:23:00,68,NA,1,76,1,"Garbage, plant debris washed up on shore and floating in water due to high winds and waves that break over the booms",FALSE,Good,43.1228,-89.43883611
759,MendotaPier15,stampen,75,1,0,1,1,8/1/14 9:54,6/27/14,7:05:00,100,NA,1,77,2,undefined,FALSE,Good,43.1228,-89.43883611
760,MendotaPier15,stampen,75,1,0,1,1,8/1/14 9:54,6/28/14,7:35:00,113,NA,2,77,3,Bather = kiteboarder,FALSE,Good,43.1228,-89.43883611
761,MendotaPier15,stampen,74,1,0,1,1,8/18/14 11:27,6/29/14,8:06:00,36,1,1,75,2,1 Angler on pier,FALSE,Unknown,43.1228,-89.43883611
762,MendotaPier15,stampen,71,1,0,1,1,8/18/14 11:28,6/30/14,8:43:00,62,3,2,73,2,Ducklings,FALSE,Unknown,43.1228,-89.43883611
763,MendotaPier15,stampen,75,1,0,1,1,8/18/14 11:29,7/1/14,8:00:00,120,1,2,73,2,undefined,FALSE,Unknown,43.1228,-89.43883611
764,MendotaPier15,stampen,77,1,0,1,2,8/18/14 11:30,7/3/14,9:25:00,120,1,2,76,1,undefined,FALSE,Unknown,43.1228,-89.43883611
765,MendotaPier15,stampen,75,2,0,2,2,8/18/14 11:31,7/4/14,12:20:00,45,1,2,73,1,undefined,FALSE,Unknown,43.1228,-89.43883611
766,MendotaPier15,stampen,71,1,0,1,1,8/18/14 11:32,7/5/14,10:24:00,105,1,2,71,3,undefined,FALSE,Unknown,43.1228,-89.43883611
767,MendotaPier15,stampen,73,1,0,1,1,8/18/14 11:33,7/6/14,8:33:00,120,1,1,74,2,undefined,FALSE,Unknown,43.1228,-89.43883611
768,MendotaPier15,stampen,73,1,0,1,2,8/18/14 11:34,7/7/14,22:02:00,120,1,1,72,1,undefined,FALSE,Unknown,43.1228,-89.43883611
769,MendotaPier15,stampen,68,1,0,1,1,8/18/14 11:35,7/8/14,8:00:00,120,1,2,72,1,undefined,FALSE,Unknown,43.1228,-89.43883611
770,MendotaPier15,stampen,70,1,0,1,1,8/18/14 11:36,7/9/14,8:16:00,120,1,2,72,1,undefined,FALSE,Unknown,43.1228,-89.43883611
771,MendotaPier15,stampen,69,1,0,1,1,8/18/14 11:37,7/10/14,8:37:00,86,1,1,72,1,Heavy rain last night,FALSE,Unknown,43.1228,-89.43883611
772,MendotaPier15,stampen,76,1,0,1,1,8/18/14 11:38,7/11/14,7:19:00,120,1,1,73,2,undefined,FALSE,Unknown,43.1228,-89.43883611
773,MendotaPier15,stampen,74,1,0,1,1,8/18/14 11:39,7/12/14,7:54:00,105,1,2,74,1,undefined,FALSE,Unknown,43.1228,-89.43883611
774,MendotaPier15,stampen,72,2,0,1,1,9/9/14 15:28,7/13/14,9:47:00,120,1,2,73,2,White suds on water,FALSE,Unknown,43.1228,-89.43883611
775,MendotaPier15,stampen,61,1,0,1,1,9/9/14 15:29,7/14/14,21:54:00,120,1,1,70,2,White suds on water,FALSE,Unknown,43.1228,-89.43883611
776,MendotaPier15,stampen,66,1,0,1,1,9/9/14 15:30,7/15/14,8:05:00,120,1,2,70,2,undefined,FALSE,Unknown,43.1228,-89.43883611
777,MendotaPier15,stampen,70,1,0,1,1,9/9/14 15:31,7/16/14,8:13:00,100,1,1,71,1,Today was the first day of significant algae presence.,FALSE,Unknown,43.1228,-89.43883611
778,MendotaPier15,stampen,77,2,0,1,1,9/9/14 15:31,7/17/14,9:20:00,38,1,1,77,1,undefined,FALSE,Unknown,43.1228,-89.43883611
779,MendotaPier15,stampen,71,1,0,1,1,9/9/14 14:05,7/20/14,18:41:00,51,3,1,73,2,undefined,FALSE,Unknown,43.1228,-89.43883611
780,MendotaPier15,stampen,77,1,0,1,1,9/9/14 14:02,7/21/14,7:56:00,49,2,2,76,2,Strong winds and heavy rain last night.,FALSE,Unknown,43.1228,-89.43883611
781,MendotaPier15,stampen,67,1,0,1,1,9/9/14 14:03,7/22/14,8:24:00,67,2,2,73,2,Heavy rain and strong winds last night.,FALSE,Unknown,43.1228,-89.43883611
782,MendotaPier15,stampen,71,1,0,1,1,7/3/14 17:03,7/23/14,7:22:00,50,2,1,73,2,Heavy rain for last three days.,FALSE,Good,43.1228,-89.43883611
783,MendotaPier15,stampen,71,1,0,1,1,7/28/14 8:18,7/24/14,8:45:00,77,2,1,71,1,"White suds on water, heavy rain last night.",FALSE,Poor,43.1228,-89.43883611
784,MendotaPier15,stampen,76,1,0,1,1,8/1/14 17:22,7/26/14,7:33:00,63,2,1,72,1,undefined,FALSE,Poor,43.1228,-89.43883611
785,MendotaPier15,stampen,64,1,0,1,2,8/10/14 16:35,7/27/14,7:50:00,120,2,1,70,2,Water surface looks like pea soup.,FALSE,Poor,43.1228,-89.43883611
786,MendotaPier15,stampen,69,1,0,1,1,8/13/14 16:14,7/28/14,8:13:00,110,1,2,71,2,Water surface looks like pea soup.,FALSE,Good,43.1228,-89.43883611
787,MendotaPier15,stampen,70,1,0,1,1,8/28/14 7:33,7/29/14,8:28:00,120,1,1,71,1,Slime at shore.,FALSE,Good,43.1228,-89.43883611
788,MendotaPier15,stampen,73,1,FALSE,1,1,9/8/14 10:52,7/30/14,8:10:00,88,1,1,72,1,Slime at shore.,FALSE,Good,43.1228,-89.43883611
789,MendotaPier15,stampen,69,1,0,1,1,6/16/14 20:47,7/31/14,8:44:00,70,1,1,71,1,undefined,FALSE,Unknown,43.1228,-89.43883611
790,MendotaPier15,stampen,65,1,0,1,1,7/31/14 15:16,8/1/14,7:07:00,65,2,2,70,1,undefined,FALSE,Good,43.1228,-89.43883611
791,MendotaPier15,stampen,67,1,0,1,1,7/8/14 21:51,8/2/14,7:21:19,73,0,2,75,1,undefined,FALSE,Poor,43.1228,-89.43883611
792,MendotaPier15,stampen,75,1,2,1,1,7/31/14 15:18,8/3/14,7:12:37,88,0,2,73,1,undefined,FALSE,Poor,43.1228,-89.43883611
793,MendotaPier15,stampen,68,1,0,1,1,7/31/14 15:20,8/4/14,8:38:55,80,0,2,73,1,undefined,FALSE,Poor,43.1228,-89.43883611
794,MendotaPier15,stampen,69,1,0,1,1,7/31/14 15:22,8/5/14,8:29:42,75,0,2,72,2,Heavy rain and high winds last night.  White suds on water.,FALSE,Poor,43.1228,-89.43883611
795,MendotaPier15,stampen,68,1,1,1,1,7/31/14 15:26,8/6/14,7:32:39,67,0,2,75,1,Lots of white suds on water.,FALSE,Good,43.1228,-89.43883611
796,MendotaPier15,stampen,65,1,0,1,1,8/17/14 20:13,8/7/14,7:11:36,71,0,2,73,1,undefined,FALSE,Poor,43.1228,-89.43883611
797,MendotaPier15,stampen,65,1,0,1,2,8/17/14 20:17,8/8/14,7:04:34,60,0,2,75,1,undefined,FALSE,Poor,43.1228,-89.43883611
798,MendotaPier15,stampen,65,1,2,1,2,8/17/14 20:18,8/9/14,6:48:40,35,0,2,75,1,Lots of weeds washed up on shoreline.,FALSE,Poor,43.1228,-89.43883611
799,MendotaPier15,stampen,69,1,2,1,1,7/7/14 13:43,8/10/14,7:05:00,37,0,2,76,1,undefined,FALSE,Poor,43.1228,-89.43883611
800,MendotaPier15,stampen,63,1,0,1,1,7/14/14 6:29,8/11/14,7:10:52,63,0,2,74,1,undefined,FALSE,Fair,43.1228,-89.43883611
801,MendotaPier15,stampen,64,1,0,1,1,7/16/14 6:56,8/12/14,7:03:36,85,0,2,71,1,undefined,FALSE,Poor,43.1228,-89.43883611
802,MendotaPier15,stampen,63,1,0,1,1,7/20/14 10:37,8/13/14,6:55:23,75,0,2,71,1,Heavy white suds on water.,FALSE,Good,43.1228,-89.43883611
803,MendotaPier15,stampen,62,1,0,1,1,7/21/14 7:05,8/14/14,6:21:25,80,0,2,71,1,Several (6) dead fish at shore.,FALSE,Good,43.1228,-89.43883611
804,MendotaPier15,stampen,77,1,0,1,1,7/23/14 7:18,8/15/14,7:01:27,65,0,2,75,1,undefined,FALSE,Good,43.1228,-89.43883611
805,MendotaPier15,stampen,75,1,0,1,1,7/25/14 15:36,8/31/14,8:35:38,57,0,2,75,1,undefined,FALSE,Good,43.1228,-89.43883611
806,MendotaPier15,stampen,69,1,0,1,1,7/28/14 7:03,9/1/14,12:48:33,82,0,1,73,2,undefined,FALSE,Good,43.1228,-89.43883611
807,MendotaPier15,stampen,72,1,0,1,1,7/30/14 19:20,9/2/14,8:00:33,81,0,2,73,1,undefined,FALSE,Good,43.1228,-89.43883611
808,MendotaPier15,stampen,74.7,1,0,1,1,7/31/14 6:34,9/3/14,8:24:14,117,0,2,69.8,1,Lots of white suds on water.,FALSE,Good,43.1228,-89.43883611
809,MononaPark2,swenson,79.7,1,0,1,2,8/4/14 7:25,6/9/14,12:00:22,76,0,2,77.7,1,undefined,TRUE,Good,43.09029722,-89.33730556
810,MononaPark2,swenson,82.4,1,0,1,2,8/11/14 6:30,6/22/14,17:00:37,36,0,1,79.5,2,White suds on water and foam on shore.,FALSE,Good,43.09029722,-89.33730556
811,MononaPark2,swenson,74.7,1,2,1,2,8/20/14 6:07,6/27/14,19:22:24,108,0,2,74.1,2,White suds on water and foam on shore.,FALSE,Good,43.09029722,-89.33730556
812,MononaPark2,swenson,77.3,1,0,1,1,8/25/14 6:42,7/3/14,16:12:00,90,2,2,76.8,1,White suds on water and foam on shore.,TRUE,Poor,43.09029722,-89.33730556
813,MononaPark2,swenson,84.4,1,FALSE,1,1,9/4/14 8:03,7/26/14,13:25:00,77,3,2,78.3,2,White foam on shore.,FALSE,Poor,43.09029722,-89.33730556
814,MononaPark2,swenson,79.5,1,FALSE,1,1,6/10/14 19:10,8/1/14,16:38:49,59,3,1,78.1,1,undefined,FALSE,Unknown,43.09029722,-89.33730556
815,MononaPark2,swenson,78.2,1,FALSE,1,2,6/14/14 8:59,8/8/14,14:15:41,105,3,2,74.7,2,undefined,TRUE,Unknown,43.09029722,-89.33730556
816,MononaPark2,swenson,65.1,1,FALSE,1,1,6/18/14 19:18,8/13/14,15:01:17,96,2,2,74.1,1,undefined,FALSE,Unknown,43.09029722,-89.33730556
817,MononaPark2,swenson,78.3,1,0,1,1,6/24/14 19:01,8/28/14,7:00:12,100,2,1,74.3,1,undefined,FALSE,Unknown,43.09029722,-89.33730556
818,MononaPark2,swenson,81,1,0,1,2,7/7/14 19:46,9/8/14,10:00:06,73.8,1,1,72.9,2,undefined,TRUE,Good,43.09029722,-89.33730556
819,KegonsaPier2,taylor,80.4,2,0,2,2,7/17/14 18:47,6/15/14,20:10:00,54,NA,2,78.1,2,undefined,FALSE,Good,#N/A,#N/A
820,KegonsaPier2,taylor,undefined,1,0,1,2,7/21/14 19:09,6/22/14,18:00:00,undefined,2,1,undefined,1,undefined,FALSE,Good,#N/A,#N/A
821,KegonsaPier2,taylor,82.3,1,0,1,1,7/31/14 18:31,6/29/14,6:00:00,46.3,3,1,80.7,3,Today is the most surface algae/scum of the season.,FALSE,Good,#N/A,#N/A
822,KegonsaPier2,taylor,86.5,1,0,1,3,8/11/14 19:50,7/6/14,19:30:00,39.6,2,1,78.8,2,undefined,FALSE,Good,#N/A,#N/A
823,KegonsaPier2,taylor,76.1,2,0,1,2,8/20/14 18:12,7/14/14,17:00:00,43,3,1,77.4,2,undefined,FALSE,Good,#N/A,#N/A
824,KegonsaPier2,taylor,72.6,1,0,1,3,8/24/14 8:19,7/20/14,19:00:00,61,2,1,71.8,3,undefined,FALSE,Good,#N/A,#N/A
825,KegonsaPier2,taylor,81.4,1,FALSE,1,1,9/4/14 18:04,7/27/14,19:00:00,35.1,2,1,77.3,1,undefined,FALSE,Poor,#N/A,#N/A
826,KegonsaPier2,taylor,80.3,2,FALSE,1,3,6/15/14 12:10,8/3/14,18:45:14,49.6,2,1,76.4,1,undefined,FALSE,Unknown,#N/A,#N/A
827,KegonsaPier2,taylor,77.5,1,FALSE,1,3,6/15/14 12:12,8/10/14,18:00:49,56.2,1,1,79,2,undefined,TRUE,Unknown,#N/A,#N/A
828,KegonsaPier2,taylor,75.2,1,FALSE,1,3,6/20/14 15:35,8/17/14,20:00:19,92,1,1,73.9,1,undefined,FALSE,Unknown,#N/A,#N/A
829,MendotaPier8,tye,60.8,2,0,1,3,6/27/14 13:00,7/7/14,7:00:00,105,1,3,73.9,1,undefined,TRUE,Unknown,43.10816111,-89.47155
830,MendotaPier8,tye,52.1,2,0,1,2,7/4/14 14:20,7/14/14,6:27:00,115,1,1,68.4,1,undefined,FALSE,Poor,43.10816111,-89.47155
831,MendotaPier8,tye,62.1,1,0,1,3,7/14/14 16:49,7/16/14,6:30:00,93,1,1,71.6,1,undefined,FALSE,Poor,43.10816111,-89.47155
832,MendotaPier8,tye,68.7,1,0,1,1,7/18/14 13:49,7/18/14,6:30:00,60.1,1,2,73.2,1,undefined,FALSE,Poor,43.10816111,-89.47155
833,MendotaPier8,tye,68,1,0,1,1,7/25/14 18:58,7/21/14,7:03:00,73,2,1,72.5,2,undefined,FALSE,Good,43.10816111,-89.47155
834,MendotaPier8,tye,79.2,1,0,1,1,8/1/14 11:31,7/23/14,7:16:00,36,1,1,72.7,1,Lots of white foamy suds along shoreline.,FALSE,Good,43.10816111,-89.47155
835,MendotaPier8,tye,58.8,1,0,1,1,9/4/14 13:56,7/25/14,15:29:00,110,2,1,68.7,2,undefined,FALSE,Good,43.10816111,-89.47155
836,MendotaPier8,tye,76,1,2,1,1,7/1/14 12:39,7/28/14,7:01:00,68,1,1,75,1,undefined,FALSE,Good,43.10816111,-89.47155
837,MendotaPier8,tye,62.5,1,0,1,1,7/1/14 12:43,7/30/14,19:17:00,75,1,1,70.5,1,undefined,FALSE,Fair,43.10816111,-89.47155
838,MendotaPier8,tye,68.9,1,0,1,1,7/1/14 12:45,7/31/14,6:32:00,55,1,1,74.1,1,,FALSE,Good,43.10816111,-89.47155
839,MendotaPier8,tye,63.9,1,0,1,1,7/1/14 12:48,8/4/14,7:24:20,45,1,1,74.7,1,,TRUE,Good,43.10816111,-89.47155
840,MendotaPier8,tye,65.5,1,0,1,1,7/1/14 12:51,8/11/14,6:28:07,48,1,1,74.5,1,,FALSE,Good,43.10816111,-89.47155
841,MendotaPier8,tye,77.2,1,0,1,1,7/1/14 12:53,8/20/14,6:04:46,54,2,1,79.2,1,,FALSE,Good,43.10816111,-89.47155
842,MendotaPier8,tye,67.5,2,0,1,3,7/1/14 12:56,8/25/14,6:39:58,24,2,2,72.5,1,,FALSE,Good,43.10816111,-89.47155
843,MendotaPier8,tye,68.7,1,2,1,1,7/1/14 12:59,9/4/14,7:57:51,120,3,2,71.4,3,,TRUE,Good,43.10816111,-89.47155
844,MononaBeach11,vanderwoude,70.5,1,2,1,1,7/1/14 13:02,6/10/14,18:55:00,115.5,NA,2,68.7,1,,FALSE,Poor,43.07751389,-89.36871111
845,MononaBeach11,vanderwoude,75.2,2,0,1,2,7/1/14 13:05,6/14/14,8:52:00,101.4,NA,3,73.2,1,,FALSE,Poor,43.07751389,-89.36871111
846,MononaBeach11,vanderwoude,81.5,1,0,2,1,7/1/14 13:07,6/18/14,19:08:00,101,NA,3,76.5,1,,FALSE,Good,43.07751389,-89.36871111
847,MononaBeach11,vanderwoude,76.8,2,0,2,2,7/1/14 13:10,6/24/14,18:50:00,106.8,NA,2,73.4,2,,FALSE,Good,43.07751389,-89.36871111
848,MononaBeach11,vanderwoude,75.2,1,0,2,1,7/1/14 13:13,7/7/14,19:42:00,83.8,1,2,77.5,2,,TRUE,Good,43.07751389,-89.36871111
849,MononaBeach11,vanderwoude,80.2,1,0,2,1,7/1/14 13:16,7/17/14,18:37:00,74.4,1,2,78.3,2,,FALSE,Good,43.07751389,-89.36871111
850,MononaBeach11,vanderwoude,79.9,1,2,2,2,7/1/14 13:21,7/21/14,19:01:00,89,1,1,73.6,2,,FALSE,Good,43.07751389,-89.36871111
851,MononaBeach11,vanderwoude,70.5,1,2,2,1,7/1/14 13:23,7/31/14,18:20:37,98.6,2,2,76.5,2,,FALSE,Fair,43.07751389,-89.36871111
852,MononaBeach11,vanderwoude,82.4,1,1,1,2,7/1/14 13:26,8/11/14,19:38:48,120,1,1,75.6,1,,TRUE,Poor,43.07751389,-89.36871111
853,MononaBeach11,vanderwoude,72.3,1,1,2,1,7/1/14 13:28,8/20/14,18:04:39,120,1,1,77,1,,FALSE,Poor,43.07751389,-89.36871111
854,MononaBeach11,vanderwoude,81,1,1,2,1,7/1/14 13:31,8/24/14,8:15:11,60,1,1,75.9,2,,FALSE,Poor,43.07751389,-89.36871111
855,MononaBeach11,vanderwoude,77.7,1,2,2,3,7/1/14 13:34,9/4/14,17:54:25,120,2,2,77.5,3,,TRUE,Poor,43.07751389,-89.36871111
856,MendotaPark21,wencel,70.5,2,2,2,2,7/1/14 13:36,6/6/14,14:45:00,73,NA,1,66.4,1,,TRUE,Poor,43.102536,-89.369353
857,MendotaPark21,wencel,80.6,1,2,2,2,7/1/14 13:38,6/13/14,12:15:00,85,NA,1,78.5,3,,FALSE,Poor,43.102536,-89.369353
858,MendotaPark21,wencel,82.4,2,0,1,2,7/1/14 13:40,6/20/14,15:26:00,120,NA,2,75.4,1,,FALSE,Poor,43.102536,-89.369353
859,MendotaPark21,wencel,78.8,1,2,1,1,7/1/14 13:41,6/27/14,12:01:00,89,NA,3,77.4,1,,FALSE,Poor,43.102536,-89.369353
860,MendotaPark21,wencel,69,1,2,2,2,7/1/14 13:44,7/4/14,14:18:00,26.6,3,2,76.8,2,,TRUE,Poor,43.102536,-89.369353
861,MendotaPark21,wencel,79.6,1,0,2,3,7/1/14 13:46,7/14/14,16:39:00,83.4,2,1,76.5,3,,FALSE,Poor,43.102536,-89.369353
862,MendotaPark21,wencel,71.6,1,2,1,2,7/2/14 10:12,7/18/14,13:43:00,86.8,3,2,73.9,2,,FALSE,Poor,43.102536,-89.369353
863,MendotaPark21,wencel,79.5,1,2,1,1,7/4/14 10:13,7/25/14,18:51:00,99.2,1,2,75.9,2,,FALSE,Poor,43.102536,-89.369353
864,MendotaPark21,wencel,77.9,1,2,1,2,7/4/14 10:15,8/1/14,11:20:11,35.4,1,2,76.3,1,,FALSE,Poor,43.102536,-89.369353
