
############### Grid Search ###############
---------------- RFC ----------------
Grid Search CV Results:
     mean_fit_time  std_fit_time  mean_score_time  std_score_time  \
35              0.842105            0.771805           0.063003   
36              0.776316            0.735031           0.066185   
37              0.776316            0.735031           0.066185   
38              0.842105            0.771805           0.063551   
39              0.842105            0.771805           0.063551   

    rank_test_accuracy  split0_test_recall  split1_test_recall  \
0                   15            0.692308            0.730769   
1                   31            0.653846            0.730769   
2                    1            0.538462            0.576923   
3                   12            0.576923            0.576923   
4                   20            0.692308            0.730769   
5                   33            0.615385            0.730769   
6                   13            0.538462            0.538462   
7                   14            0.538462            0.538462   
8                   25            0.615385            0.730769   
9                   35            0.615385            0.692308   
10                   9            0.538462            0.576923   
11                  17            0.538462            0.538462   
12                  28            0.615385            0.730769   
13                  33            0.615385            0.730769   
14                  17            0.538462            0.538462   
15                  21            0.538462            0.538462   
16                  23            0.615385            0.730769   
17                  28            0.615385            0.730769   
18                  16            0.538462            0.576923   
19                  21            0.538462            0.538462   
20                  23            0.615385            0.730769   
21                  28            0.615385            0.730769   
22                   9            0.538462            0.576923   
23                  17            0.538462            0.538462   
24                  26            0.576923            0.730769   
25                  27            0.615385            0.730769   
26                   1            0.538462            0.576923   
27                  11            0.538462            0.538462   
28                  36            0.576923            0.730769   
29                  32            0.576923            0.730769   
30                   1            0.538462            0.576923   
31                   8            0.538462            0.576923   
32                  38            0.576923            0.730769   
33                  36            0.576923            0.730769   
34                   1            0.538462            0.615385   
35                   1            0.538462            0.576923   
36                  38            0.576923            0.730769   
37                  38            0.576923            0.730769   
38                   1            0.538462            0.615385   
39                   1            0.538462            0.615385   

    split2_test_recall  split3_test_recall  split4_test_recall  \
0             0.576923            0.846154            0.730769   
1             0.576923            0.884615            0.769231   
2             0.423077            0.730769            0.576923   
3             0.423077            0.692308            0.653846   
4             0.576923            0.884615            0.730769   
5             0.576923            0.884615            0.769231   
6             0.423077            0.692308            0.615385   
7             0.423077            0.692308            0.653846   
8             0.576923            0.884615            0.769231   
9             0.576923            0.884615            0.769231   
10            0.423077            0.692308            0.653846   
11            0.461538            0.692308            0.653846   
12            0.576923            0.884615            0.730769   
13            0.576923            0.884615            0.769231   
14            0.423077            0.692308            0.653846   
15            0.461538            0.692308            0.653846   
16            0.576923            0.884615            0.730769   
17            0.576923            0.884615            0.769231   
18            0.384615            0.692308            0.653846   
19            0.461538            0.692308            0.653846   
20            0.576923            0.884615            0.730769   
21            0.576923            0.884615            0.769231   
22            0.461538            0.769231            0.653846   
23            0.461538            0.692308            0.653846   
24            0.576923            0.884615            0.730769   
25            0.576923            0.884615            0.730769   
26            0.500000            0.807692            0.692308   
27            0.461538            0.807692            0.653846   
28            0.576923            0.846154            0.730769   
29            0.576923            0.884615            0.730769   
30            0.500000            0.807692            0.692308   
31            0.500000            0.807692            0.653846   
32            0.576923            0.846154            0.730769   
33            0.576923            0.846154            0.730769   
34            0.500000            0.807692            0.692308   
35            0.500000            0.807692            0.692308   
36            0.576923            0.846154            0.730769   
37            0.576923            0.846154            0.730769   
38            0.500000            0.807692            0.692308   
39            0.500000            0.807692            0.692308   

    mean_test_recall  std_test_recall  rank_test_recall  
0           0.715385         0.086346                 3  
1           0.723077         0.104344                 1  
2           0.569231         0.098510                36  
3           0.584615         0.092308                30  
4           0.723077         0.098510                 1  
5           0.715385         0.110405                 3  
6           0.561538         0.089707                40  
7           0.569231         0.095459                36  
8           0.715385         0.110405                 3  
9           0.707692         0.110405                 9  
10          0.576923         0.094211                31  
11          0.576923         0.084265                31  
12          0.707692         0.107692                 9  
13          0.715385         0.110405                 3  
14          0.569231         0.095459                36  
15          0.576923         0.084265                31  
16          0.707692         0.107692                 9  
17          0.715385         0.110405                 3  
18          0.569231         0.107141                36  
19          0.576923         0.084265                31  
20          0.707692         0.107692                 9  
21          0.715385         0.110405                 3  
22          0.600000         0.104909                28  
23          0.576923         0.084265                31  
24          0.700000         0.115128                14  
25          0.707692         0.107692                 9  
26          0.623077         0.112529                24  
27          0.600000         0.120649                29  
28          0.692308         0.103203                16  
29          0.700000         0.115128                14  
30          0.623077         0.112529                24  
31          0.615385         0.108786                27  
32          0.692308         0.103203                16  
33          0.692308         0.103203                16  
34          0.630769         0.110405                21  
35          0.623077         0.112529                24  
36          0.692308         0.103203                16  
37          0.692308         0.103203                16  
38          0.630769         0.110405                21  
39          0.630769         0.110405                21  

Best Parameters:
{'C': 1, 'class_weight': None, 'penalty': 'l1'}

Best Score 0.7718045112781955




---------------- KNN ----------------
Grid Search CV Results:
    mean_fit_time  std_fit_time  mean_score_time  std_score_time  \
0        0.000646      0.000090         0.003488        0.000542   
1        0.000599      0.000049         0.001808        0.000024   
2        0.000603      0.000094         0.003356        0.000425   
3        0.000557      0.000039         0.001730        0.000054   
4        0.000586      0.000105         0.003449        0.000752   
5        0.000559      0.000090         0.001998        0.000413   
6        0.000528      0.000024         0.003053        0.000052   
7        0.000499      0.000013         0.001667        0.000039   
8        0.000557      0.000084         0.003604        0.000777   
9        0.000535      0.000081         0.001738        0.000070   
10       0.000498      0.000009         0.002998        0.000032   
11       0.000501      0.000015         0.001679        0.000033   
12       0.000514      0.000015         0.003171        0.000058   
13       0.000499      0.000013         0.001710        0.000030   
14       0.000565      0.000100         0.003753        0.000782   
15       0.000605      0.000099         0.001986        0.000321   
16       0.000502      0.000010         0.003118        0.000014   
17       0.000491      0.000013         0.001704        0.000016   
18       0.000499      0.000012         0.003099        0.000029   
19       0.000500      0.000015         0.001715        0.000032   
20       0.000532      0.000022         0.003445        0.000129   
21       0.000558      0.000076         0.002039        0.000246   
22       0.000541      0.000069         0.003333        0.000324   
23       0.000511      0.000010         0.001795        0.000029   

   param_n_neighbors param_p param_weights  \
0                  1       1       uniform   
1                  1       1      distance   
2                  1       2       uniform   
3                  1       2      distance   
4                  2       1       uniform   
5                  2       1      distance   
6                  2       2       uniform   
7                  2       2      distance   
8                  3       1       uniform   
9                  3       1      distance   
10                 3       2       uniform   
11                 3       2      distance   
12                 4       1       uniform   
13                 4       1      distance   
14                 4       2       uniform   
15                 4       2      distance   
16                 5       1       uniform   
17                 5       1      distance   
18                 5       2       uniform   
19                 5       2      distance   
20                10       1       uniform   
21                10       1      distance   
22                10       2       uniform   
23                10       2      distance   

                                               params  split0_test_accuracy  \
0    {'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}              0.675325   
1   {'n_neighbors': 1, 'p': 1, 'weights': 'distance'}              0.675325   
2    {'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}              0.662338   
3   {'n_neighbors': 1, 'p': 2, 'weights': 'distance'}              0.662338   
4    {'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}              0.727273   
5   {'n_neighbors': 2, 'p': 1, 'weights': 'distance'}              0.675325   
6    {'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}              0.740260   
7   {'n_neighbors': 2, 'p': 2, 'weights': 'distance'}              0.662338   
8    {'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}              0.727273   
9   {'n_neighbors': 3, 'p': 1, 'weights': 'distance'}              0.727273   
10   {'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}              0.714286   
11  {'n_neighbors': 3, 'p': 2, 'weights': 'distance'}              0.714286   
12   {'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}              0.727273   
13  {'n_neighbors': 4, 'p': 1, 'weights': 'distance'}              0.701299   
14   {'n_neighbors': 4, 'p': 2, 'weights': 'uniform'}              0.727273   
15  {'n_neighbors': 4, 'p': 2, 'weights': 'distance'}              0.701299   
16   {'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}              0.740260   
17  {'n_neighbors': 5, 'p': 1, 'weights': 'distance'}              0.740260   
18   {'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}              0.740260   
19  {'n_neighbors': 5, 'p': 2, 'weights': 'distance'}              0.740260   
20  {'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}              0.740260   
21  {'n_neighbors': 10, 'p': 1, 'weights': 'distan...              0.753247   
22  {'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}              0.766234   
23  {'n_neighbors': 10, 'p': 2, 'weights': 'distan...              0.753247   

    split1_test_accuracy  split2_test_accuracy  split3_test_accuracy  \
0               0.697368              0.723684              0.736842   
1               0.697368              0.723684              0.736842   
2               0.684211              0.710526              0.789474   
3               0.684211              0.710526              0.789474   
4               0.723684              0.684211              0.736842   
5               0.697368              0.723684              0.736842   
6               0.750000              0.710526              0.723684   
7               0.684211              0.710526              0.789474   
8               0.776316              0.776316              0.723684   
9               0.776316              0.776316              0.723684   
10              0.802632              0.697368              0.750000   
11              0.802632              0.697368              0.750000   
12              0.828947              0.736842              0.763158   
13              0.763158              0.763158              0.750000   
14              0.855263              0.710526              0.789474   
15              0.776316              0.684211              0.776316   
16              0.789474              0.750000              0.750000   
17              0.789474              0.750000              0.750000   
18              0.776316              0.750000              0.789474   
19              0.776316              0.750000              0.789474   
20              0.789474              0.750000              0.828947   
21              0.776316              0.750000              0.828947   
22              0.776316              0.723684              0.815789   
23              0.789474              0.750000              0.828947   

    split4_test_accuracy  mean_test_accuracy  std_test_accuracy  \
0               0.789474            0.724539           0.038804   
1               0.789474            0.724539           0.038804   
2               0.776316            0.724573           0.050178   
3               0.776316            0.724573           0.050178   
4               0.815789            0.737560           0.043046   
5               0.789474            0.724539           0.038804   
6               0.763158            0.737526           0.018658   
7               0.776316            0.724573           0.050178   
8               0.815789            0.763876           0.034524   
9               0.815789            0.763876           0.034524   
10              0.789474            0.750752           0.040917   
11              0.789474            0.750752           0.040917   
12              0.789474            0.769139           0.036938   
13              0.802632            0.756049           0.032574   
14              0.763158            0.769139           0.051098   
15              0.802632            0.748154           0.046558   
16              0.789474            0.763841           0.021229   
17              0.789474            0.763841           0.021229   
18              0.802632            0.771736           0.023466   
19              0.802632            0.771736           0.023466   
20              0.789474            0.779631           0.031793   
21              0.789474            0.779597           0.028685   
22              0.802632            0.776931           0.032002   
23              0.802632            0.784860           0.029985   

    rank_test_accuracy  split0_test_recall  split1_test_recall  \
0                   22            0.500000            0.615385   
1                   22            0.500000            0.615385   
2                   19            0.500000            0.615385   
3                   19            0.500000            0.615385   
4                   17            0.384615            0.384615   
5                   22            0.500000            0.615385   
6                   18            0.384615            0.461538   
7                   19            0.500000            0.615385   
8                    9            0.500000            0.653846   
9                    9            0.500000            0.653846   
10                  14            0.461538            0.730769   
11                  14            0.461538            0.730769   
12                   8            0.423077            0.538462   
13                  13            0.500000            0.653846   
14                   7            0.461538            0.615385   
15                  16            0.500000            0.692308   
16                  11            0.500000            0.615385   
17                  11            0.500000            0.615385   
18                   5            0.538462            0.615385   
19                   5            0.538462            0.615385   
20                   2            0.461538            0.538462   
21                   3            0.538462            0.653846   
22                   4            0.500000            0.538462   
23                   1            0.500000            0.615385   

    split2_test_recall  split3_test_recall  split4_test_recall  \
0             0.538462            0.538462            0.730769   
1             0.538462            0.538462            0.730769   
2             0.538462            0.653846            0.730769   
3             0.538462            0.653846            0.730769   
4             0.307692            0.500000            0.538462   
5             0.538462            0.538462            0.730769   
6             0.346154            0.384615            0.461538   
7             0.538462            0.653846            0.730769   
8             0.615385            0.615385            0.653846   
9             0.615385            0.615385            0.653846   
10            0.461538            0.653846            0.615385   
11            0.461538            0.653846            0.615385   
12            0.461538            0.576923            0.500000   
13            0.576923            0.615385            0.653846   
14            0.346154            0.653846            0.461538   
15            0.461538            0.692308            0.653846   
16            0.576923            0.615385            0.576923   
17            0.576923            0.615385            0.576923   
18            0.538462            0.692308            0.576923   
19            0.538462            0.692308            0.576923   
20            0.423077            0.653846            0.538462   
21            0.461538            0.692308            0.538462   
22            0.346154            0.692308            0.576923   
23            0.423077            0.730769            0.576923   

    mean_test_recall  std_test_recall  rank_test_recall  
0           0.584615         0.082131                10  
1           0.584615         0.082131                10  
2           0.607692         0.082131                 1  
3           0.607692         0.082131                 1  
4           0.423077         0.084265                23  
5           0.584615         0.082131                10  
6           0.407692         0.046154                24  
7           0.607692         0.082131                 1  
8           0.607692         0.056527                 1  
9           0.607692         0.056527                 1  
10          0.584615         0.107141                10  
11          0.584615         0.107141                10  
12          0.500000         0.054393                22  
13          0.600000         0.057564                 6  
14          0.507692         0.112529                21  
15          0.600000         0.099108                 6  
16          0.576923         0.042133                15  
17          0.576923         0.042133                15  
18          0.592308         0.057564                 8  
19          0.592308         0.057564                 8  
20          0.523077         0.079197                20  
21          0.576923         0.084265                15  
22          0.530769         0.112529                19  
23          0.569231         0.104344                18  

Best Parameters:
{'n_neighbors': 10, 'p': 2, 'weights': 'distance'}

Best Score 0.7848598769651401




---------------- MLP ----------------
Grid Search CV Results:
    mean_fit_time  std_fit_time  mean_score_time  std_score_time  \
0        0.503426      0.034298         0.000771        0.000005   
1        0.520411      0.073358         0.000769        0.000005   
2        0.501789      0.038141         0.000765        0.000011   
3        0.518458      0.069135         0.000775        0.000024   
4        0.504524      0.042705         0.000770        0.000007   
5        0.520647      0.067449         0.000778        0.000009   
6        1.018556      0.226652         0.001236        0.000018   
7        1.022989      0.154208         0.001185        0.000032   
8        1.072919      0.303305         0.001141        0.000008   
9        1.033832      0.154545         0.001138        0.000011   
10       1.066883      0.311868         0.001151        0.000020   
11       1.042467      0.165296         0.001170        0.000010   
12       1.794010      0.472001         0.001291        0.000024   
13       1.553700      0.356807         0.001298        0.000044   
14       1.813229      0.482186         0.001285        0.000012   
15       1.558826      0.358897         0.001301        0.000018   
16       1.870422      0.580674         0.001472        0.000327   
17       1.603886      0.404814         0.001566        0.000245   
18       4.658983      0.990231         0.002675        0.000252   
19       4.200481      0.824494         0.002411        0.000174   
20       5.640851      1.799485         0.002625        0.000310   
21       4.124544      0.684826         0.002448        0.000125   
22       5.738426      1.508195         0.002597        0.000053   
23       4.346145      0.614751         0.002746        0.000172   
24      22.941361      4.818781         0.004524        0.000184   
25      18.904154      2.221024         0.004486        0.000185   
26      23.810924      4.967467         0.004571        0.000169   
27      18.937758      2.245277         0.004487        0.000182   
28      23.852441      5.111873         0.004512        0.000222   
29      18.850240      2.312897         0.004364        0.000241   
30      59.051542     12.794224         0.006267        0.000130   
31      50.561258      8.727187         0.006153        0.000262   
32      59.614020     12.809972         0.006346        0.000215   
33      50.229186      8.972607         0.006277        0.000264   
34      53.133540      3.305779         0.005308        0.001672   
35      38.300453      3.747084         0.002890        0.001621   

   param_hidden_layer_sizes param_max_iter param_nesterovs_momentum  \
0                       100            200                     True   
1                       100            200                    False   
2                       100            250                     True   
3                       100            250                    False   
4                       100            300                     True   
5                       100            300                    False   
6             (50, 100, 50)            200                     True   
7             (50, 100, 50)            200                    False   
8             (50, 100, 50)            250                     True   
9             (50, 100, 50)            250                    False   
10            (50, 100, 50)            300                     True   
11            (50, 100, 50)            300                    False   
12          (100, 100, 100)            200                     True   
13          (100, 100, 100)            200                    False   
14          (100, 100, 100)            250                     True   
15          (100, 100, 100)            250                    False   
16          (100, 100, 100)            300                     True   
17          (100, 100, 100)            300                    False   
18          (100, 200, 100)            200                     True   
19          (100, 200, 100)            200                    False   
20          (100, 200, 100)            250                     True   
21          (100, 200, 100)            250                    False   
22          (100, 200, 100)            300                     True   
23          (100, 200, 100)            300                    False   
24          (200, 200, 200)            200                     True   
25          (200, 200, 200)            200                    False   
26          (200, 200, 200)            250                     True   
27          (200, 200, 200)            250                    False   
28          (200, 200, 200)            300                     True   
29          (200, 200, 200)            300                    False   
30          (300, 300, 300)            200                     True   
31          (300, 300, 300)            200                    False   
32          (300, 300, 300)            250                     True   
33          (300, 300, 300)            250                    False   
34          (300, 300, 300)            300                     True   
35          (300, 300, 300)            300                    False   

                                               params  split0_test_accuracy  \
0   {'hidden_layer_sizes': 100, 'max_iter': 200, '...              0.714286   
1   {'hidden_layer_sizes': 100, 'max_iter': 200, '...              0.701299   
2   {'hidden_layer_sizes': 100, 'max_iter': 250, '...              0.714286   
3   {'hidden_layer_sizes': 100, 'max_iter': 250, '...              0.701299   
4   {'hidden_layer_sizes': 100, 'max_iter': 300, '...              0.714286   
5   {'hidden_layer_sizes': 100, 'max_iter': 300, '...              0.701299   
6   {'hidden_layer_sizes': (50, 100, 50), 'max_ite...              0.688312   
7   {'hidden_layer_sizes': (50, 100, 50), 'max_ite...              0.675325   
8   {'hidden_layer_sizes': (50, 100, 50), 'max_ite...              0.688312   
9   {'hidden_layer_sizes': (50, 100, 50), 'max_ite...              0.675325   
10  {'hidden_layer_sizes': (50, 100, 50), 'max_ite...              0.688312   
11  {'hidden_layer_sizes': (50, 100, 50), 'max_ite...              0.675325   
12  {'hidden_layer_sizes': (100, 100, 100), 'max_i...              0.662338   
13  {'hidden_layer_sizes': (100, 100, 100), 'max_i...              0.636364   
14  {'hidden_layer_sizes': (100, 100, 100), 'max_i...              0.662338   
15  {'hidden_layer_sizes': (100, 100, 100), 'max_i...              0.636364   
16  {'hidden_layer_sizes': (100, 100, 100), 'max_i...              0.662338   
17  {'hidden_layer_sizes': (100, 100, 100), 'max_i...              0.636364   
18  {'hidden_layer_sizes': (100, 200, 100), 'max_i...              0.662338   
19  {'hidden_layer_sizes': (100, 200, 100), 'max_i...              0.714286   
20  {'hidden_layer_sizes': (100, 200, 100), 'max_i...              0.662338   
21  {'hidden_layer_sizes': (100, 200, 100), 'max_i...              0.714286   
22  {'hidden_layer_sizes': (100, 200, 100), 'max_i...              0.662338   
23  {'hidden_layer_sizes': (100, 200, 100), 'max_i...              0.714286   
24  {'hidden_layer_sizes': (200, 200, 200), 'max_i...              0.623377   
25  {'hidden_layer_sizes': (200, 200, 200), 'max_i...              0.662338   
26  {'hidden_layer_sizes': (200, 200, 200), 'max_i...              0.623377   
27  {'hidden_layer_sizes': (200, 200, 200), 'max_i...              0.662338   
28  {'hidden_layer_sizes': (200, 200, 200), 'max_i...              0.623377   
29  {'hidden_layer_sizes': (200, 200, 200), 'max_i...              0.662338   
30  {'hidden_layer_sizes': (300, 300, 300), 'max_i...              0.649351   
31  {'hidden_layer_sizes': (300, 300, 300), 'max_i...              0.688312   
32  {'hidden_layer_sizes': (300, 300, 300), 'max_i...              0.649351   
33  {'hidden_layer_sizes': (300, 300, 300), 'max_i...              0.688312   
34  {'hidden_layer_sizes': (300, 300, 300), 'max_i...              0.649351   
35  {'hidden_layer_sizes': (300, 300, 300), 'max_i...              0.688312   

    split1_test_accuracy  split2_test_accuracy  split3_test_accuracy  \
0               0.697368              0.723684              0.697368   
1               0.736842              0.684211              0.618421   
2               0.697368              0.723684              0.697368   
3               0.736842              0.684211              0.618421   
4               0.697368              0.723684              0.697368   
5               0.736842              0.684211              0.618421   
6               0.710526              0.618421              0.776316   
7               0.736842              0.736842              0.763158   
8               0.710526              0.618421              0.776316   
9               0.736842              0.736842              0.763158   
10              0.710526              0.618421              0.776316   
11              0.736842              0.736842              0.763158   
12              0.657895              0.657895              0.710526   
13              0.644737              0.657895              0.671053   
14              0.657895              0.657895              0.710526   
15              0.644737              0.657895              0.671053   
16              0.657895              0.657895              0.710526   
17              0.644737              0.657895              0.671053   
18              0.671053              0.671053              0.657895   
19              0.657895              0.750000              0.657895   
20              0.671053              0.671053              0.657895   
21              0.657895              0.750000              0.657895   
22              0.671053              0.671053              0.657895   
23              0.657895              0.750000              0.657895   
24              0.684211              0.657895              0.723684   
25              0.710526              0.710526              0.736842   
26              0.684211              0.657895              0.723684   
27              0.710526              0.710526              0.736842   
28              0.684211              0.657895              0.723684   
29              0.710526              0.710526              0.736842   
30              0.684211              0.657895              0.697368   
31              0.657895              0.657895              0.802632   
32              0.684211              0.657895              0.697368   
33              0.657895              0.657895              0.802632   
34              0.684211              0.657895              0.697368   
35              0.657895              0.657895              0.802632   

    split4_test_accuracy  mean_test_accuracy  std_test_accuracy  \
0               0.789474            0.724436           0.034055   
1               0.789474            0.706049           0.056720   
2               0.789474            0.724436           0.034055   
3               0.789474            0.706049           0.056720   
4               0.789474            0.724436           0.034055   
5               0.789474            0.706049           0.056720   
6               0.657895            0.690294           0.052969   
7               0.776316            0.737697           0.034732   
8               0.657895            0.690294           0.052969   
9               0.776316            0.737697           0.034732   
10              0.657895            0.690294           0.052969   
11              0.776316            0.737697           0.034732   
12              0.802632            0.698257           0.055844   
13              0.657895            0.653589           0.011976   
14              0.802632            0.698257           0.055844   
15              0.657895            0.653589           0.011976   
16              0.802632            0.698257           0.055844   
17              0.657895            0.653589           0.011976   
18              0.828947            0.698257           0.065543   
19              0.671053            0.690226           0.036359   
20              0.828947            0.698257           0.065543   
21              0.671053            0.690226           0.036359   
22              0.828947            0.698257           0.065543   
23              0.671053            0.690226           0.036359   
24              0.828947            0.703623           0.070733   
25              0.736842            0.711415           0.027215   
26              0.828947            0.703623           0.070733   
27              0.736842            0.711415           0.027215   
28              0.828947            0.703623           0.070733   
29              0.736842            0.711415           0.027215   
30              0.776316            0.693028           0.045112   
31              0.789474            0.719241           0.063828   
32              0.776316            0.693028           0.045112   
33              0.789474            0.719241           0.063828   
34              0.776316            0.693028           0.045112   
35              0.789474            0.719241           0.063828   

    rank_test_accuracy  split0_test_recall  split1_test_recall  \
0                    4            0.500000            0.653846   
1                   13            0.500000            0.730769   
2                    4            0.500000            0.653846   
3                   13            0.500000            0.730769   
4                    4            0.500000            0.653846   
5                   13            0.500000            0.730769   
6                   28            0.461538            0.807692   
7                    1            0.500000            0.653846   
8                   28            0.461538            0.807692   
9                    1            0.500000            0.653846   
10                  28            0.461538            0.807692   
11                   1            0.500000            0.653846   
12                  19            0.576923            0.000000   
13                  34            0.423077            0.615385   
14                  19            0.576923            0.000000   
15                  34            0.423077            0.615385   
16                  19            0.576923            0.000000   
17                  34            0.423077            0.615385   
18                  22            0.538462            0.615385   
19                  31            0.653846            0.000000   
20                  22            0.538462            0.615385   
21                  31            0.653846            0.000000   
22                  22            0.538462            0.615385   
23                  31            0.653846            0.000000   
24                  16            0.423077            0.653846   
25                  10            0.461538            0.615385   
26                  16            0.423077            0.653846   
27                  10            0.461538            0.615385   
28                  16            0.423077            0.653846   
29                  10            0.461538            0.615385   
30                  25            0.461538            0.846154   
31                   7            0.538462            0.538462   
32                  25            0.461538            0.846154   
33                   7            0.538462            0.538462   
34                  25            0.461538            0.846154   
35                   7            0.538462            0.538462   

    split2_test_recall  split3_test_recall  split4_test_recall  \
0             0.576923            0.461538            0.692308   
1             0.538462            0.384615            0.615385   
2             0.576923            0.461538            0.692308   
3             0.538462            0.384615            0.615385   
4             0.576923            0.461538            0.692308   
5             0.538462            0.384615            0.615385   
6             0.461538            0.769231            0.000000   
7             0.615385            0.384615            0.615385   
8             0.461538            0.769231            0.000000   
9             0.615385            0.384615            0.615385   
10            0.461538            0.769231            0.000000   
11            0.615385            0.384615            0.615385   
12            0.000000            0.538462            0.692308   
13            0.000000            0.461538            0.000000   
14            0.000000            0.538462            0.692308   
15            0.000000            0.461538            0.000000   
16            0.000000            0.538462            0.692308   
17            0.000000            0.461538            0.000000   
18            0.730769            0.000000            0.615385   
19            0.615385            0.000000            0.076923   
20            0.730769            0.000000            0.615385   
21            0.615385            0.000000            0.076923   
22            0.730769            0.000000            0.615385   
23            0.615385            0.000000            0.076923   
24            0.500000            0.538462            0.730769   
25            0.576923            0.653846            0.576923   
26            0.500000            0.538462            0.730769   
27            0.576923            0.653846            0.576923   
28            0.500000            0.538462            0.730769   
29            0.576923            0.653846            0.576923   
30            0.000000            0.538462            0.576923   
31            0.000000            0.653846            0.615385   
32            0.000000            0.538462            0.576923   
33            0.000000            0.653846            0.615385   
34            0.000000            0.538462            0.576923   
35            0.000000            0.653846            0.615385   

    mean_test_recall  std_test_recall  rank_test_recall  
0           0.576923         0.087706                 4  
1           0.553846         0.115641                10  
2           0.576923         0.087706                 4  
3           0.553846         0.115641                10  
4           0.576923         0.087706                 4  
5           0.553846         0.115641                10  
6           0.500000         0.289868                16  
7           0.553846         0.099108                10  
8           0.500000         0.289868                16  
9           0.553846         0.099108                10  
10          0.500000         0.289868                16  
11          0.553846         0.099108                10  
12          0.361538         0.299506                28  
13          0.300000         0.253263                31  
14          0.361538         0.299506                28  
15          0.300000         0.253263                31  
16          0.361538         0.299506                28  
17          0.300000         0.253263                31  
18          0.500000         0.257434                16  
19          0.269231         0.299901                34  
20          0.500000         0.257434                16  
21          0.269231         0.299901                34  
22          0.500000         0.257434                16  
23          0.269231         0.299901                34  
24          0.569231         0.109868                 7  
25          0.576923         0.064358                 1  
26          0.569231         0.109868                 7  
27          0.576923         0.064358                 1  
28          0.569231         0.109868                 7  
29          0.576923         0.064358                 1  
30          0.484615         0.274778                22  
31          0.469231         0.238833                25  
32          0.484615         0.274778                22  
33          0.469231         0.238833                25  
34          0.484615         0.274778                22  
35          0.469231         0.238833                25  

Best Parameters:
{'hidden_layer_sizes': (50, 100, 50), 'max_iter': 200, 'nesterovs_momentum': False}

Best Score 0.7376965140123034




---------------- DT-BOOST ----------------
Grid Search CV Results:
    mean_fit_time  std_fit_time  mean_score_time  std_score_time  \
0        0.011098      0.001394         0.001334        0.000305   
1        0.023419      0.003534         0.001970        0.000283   
2        0.042288      0.003659         0.002606        0.000082   
3        0.101006      0.003448         0.005444        0.000120   
4        0.137570      0.000156         0.007166        0.000077   
5        0.198768      0.001527         0.010098        0.000133   
6        0.010341      0.000250         0.001137        0.000006   
7        0.020198      0.000272         0.001634        0.000032   
8        0.040070      0.000177         0.002598        0.000048   
9        0.098981      0.000459         0.005519        0.000080   
10       0.137684      0.000111         0.007288        0.000038   
11       0.198658      0.001585         0.010035        0.000187   
12       0.010081      0.000065         0.001140        0.000017   
13       0.019965      0.000077         0.001658        0.000028   
14       0.040228      0.001306         0.002591        0.000016   
15       0.099587      0.000393         0.005590        0.000036   
16       0.139450      0.000321         0.007523        0.000054   
17       0.199393      0.001645         0.010289        0.000173   
18       0.010195      0.000113         0.001156        0.000014   
19       0.019951      0.000055         0.001650        0.000008   
20       0.039641      0.000031         0.002600        0.000009   
21       0.100686      0.001051         0.005573        0.000067   
22       0.139472      0.000612         0.007399        0.000154   
23       0.197714      0.000445         0.010560        0.000933   
24       0.010096      0.000073         0.001139        0.000011   
25       0.020046      0.000193         0.001632        0.000024   
26       0.040142      0.000551         0.002643        0.000057   
27       0.099736      0.000709         0.005483        0.000332   
28       0.140386      0.001541         0.007347        0.000100   
29       0.199722      0.000500         0.010420        0.000055   
30       0.010161      0.000085         0.001159        0.000024   
31       0.020175      0.000068         0.001650        0.000022   
32       0.039687      0.000216         0.002583        0.000042   
33       0.099377      0.000626         0.005468        0.000049   
34       0.139370      0.001103         0.007269        0.000153   
35       0.198155      0.001058         0.010036        0.000070   
36       0.010252      0.000029         0.001170        0.000012   
37       0.020167      0.000106         0.001656        0.000014   
38       0.039956      0.000200         0.002623        0.000034   
39       0.099813      0.000630         0.005553        0.000064   
40       0.139447      0.000622         0.007425        0.000098   
41       0.199568      0.002249         0.010495        0.000161   
42       0.010248      0.000040         0.001172        0.000017   
43       0.019940      0.000086         0.001617        0.000006   
