
############### Grid Search ###############
---------------- RFC ----------------
Grid Search CV Results:
     mean_fit_time  std_fit_time  mean_score_time  std_score_time  \
57               0.802632            0.787423           0.032490   
58               0.802632            0.787423           0.032490   
59               0.776316            0.784792           0.044416   
60               0.763158            0.784860           0.037200   
61               0.776316            0.790055           0.033077   
62               0.815789            0.787491           0.041387   
63               0.815789            0.792755           0.050369   
64               0.802632            0.795386           0.040586   
65               0.802632            0.795352           0.039087   
66               0.828947            0.792720           0.061664   
67               0.815789            0.784860           0.035289   
68               0.842105            0.790123           0.041009   
69               0.815789            0.787457           0.037217   
70               0.828947            0.792720           0.036185   
71               0.802632            0.782194           0.036554   
72               0.763158            0.779563           0.031294   
73               0.750000            0.784757           0.031907   
74               0.723684            0.776931           0.043071   
75               0.763158            0.776897           0.027625   
76               0.763158            0.776897           0.034331   
77               0.776316            0.782160           0.024306   
78               0.763158            0.774231           0.032939   
79               0.763158            0.776897           0.043257   
80               0.789474            0.787423           0.044225   
81               0.776316            0.779597           0.038927   
82               0.776316            0.782194           0.037489   
83               0.789474            0.784792           0.031674   
84               0.789474            0.790055           0.046183   
85               0.763158            0.782194           0.036554   
86               0.789474            0.776931           0.043868   
87               0.802632            0.784826           0.040978   
88               0.802632            0.790055           0.038854   
89               0.802632            0.790089           0.042883   
90               0.776316            0.784826           0.042635   
91               0.763158            0.771702           0.029102   
92               0.789474            0.782126           0.030849   
93               0.815789            0.790089           0.046746   
94               0.815789            0.787457           0.042434   
95               0.828947            0.792720           0.041532   
96               0.723684            0.745215           0.040423   
97               0.776316            0.790055           0.051163   
98               0.789474            0.803110           0.047218   
99               0.789474            0.787423           0.038355   
100              0.789474            0.792652           0.039365   
101              0.815789            0.797881           0.042995   
102              0.776316            0.784792           0.054878   
103              0.776316            0.784723           0.042341   
104              0.815789            0.790021           0.044828   
105              0.815789            0.797915           0.046700   
106              0.828947            0.797915           0.048874   
107              0.815789            0.792652           0.043541   
108              0.776316            0.776965           0.043664   
109              0.776316            0.787491           0.031942   
110              0.789474            0.782228           0.028866   
111              0.815789            0.800581           0.038155   
112              0.815789            0.797915           0.035786   
113              0.815789            0.797881           0.039643   
114              0.789474            0.782194           0.057230   
115              0.815789            0.779563           0.043354   
116              0.828947            0.784826           0.049406   
117              0.815789            0.790055           0.049091   
118              0.828947            0.800513           0.054222   
119              0.828947            0.795318           0.049450   
120              0.736842            0.771634           0.029666   
121              0.789474            0.803178           0.035119   
122              0.789474            0.805776           0.038475   
123              0.802632            0.800581           0.040787   
124              0.789474            0.800513           0.036705   
125              0.802632            0.803144           0.038149   
126              0.763158            0.789986           0.047957   
127              0.802632            0.776863           0.040105   
128              0.789474            0.787389           0.041989   
129              0.789474            0.792652           0.045865   
130              0.802632            0.797881           0.042995   
131              0.789474            0.792652           0.037564   
132              0.776316            0.771770           0.041315   
133              0.763158            0.795318           0.032562   
134              0.789474            0.795318           0.034623   
135              0.802632            0.811005           0.039636   
136              0.815789            0.808407           0.034850   
137              0.815789            0.803144           0.039923   
138              0.789474            0.779665           0.057224   
139              0.802632            0.792720           0.047738   
140              0.776316            0.774299           0.033531   
141              0.802632            0.795249           0.038794   
142              0.802632            0.792686           0.035458   
143              0.815789            0.795318           0.036569   

     rank_test_accuracy  split0_test_recall  split1_test_recall  \
0                    84            0.807692            0.769231   
1                    89            0.846154            0.730769   
2                    55            0.846154            0.730769   
3                   131            0.807692            0.730769   
4                   100            0.807692            0.730769   
5                   100            0.846154            0.730769   
6                   116            0.769231            0.769231   
7                    86            0.769231            0.692308   
8                   130            0.769231            0.730769   
9                   131            0.807692            0.692308   
10                  111            0.807692            0.730769   
11                  104            0.846154            0.692308   
12                   91            0.769231            0.692308   
13                  121            0.769231            0.730769   
14                   59            0.769231            0.730769   
15                   59            0.769231            0.692308   
16                   42            0.769231            0.769231   
17                   20            0.807692            0.769231   
18                   63            0.692308            0.615385   
19                  117            0.653846            0.576923   
20                   34            0.730769            0.653846   
21                   47            0.730769            0.730769   
22                    8            0.730769            0.730769   
23                   34            0.769231            0.730769   
24                  117            0.807692            0.730769   
25                   86            0.846154            0.730769   
26                  113            0.807692            0.730769   
27                  134            0.846154            0.730769   
28                  113            0.846154            0.730769   
29                  100            0.846154            0.730769   
30                  136            0.769231            0.730769   
31                  125            0.769231            0.692308   
32                   49            0.769231            0.692308   
33                   93            0.769231            0.692308   
34                   79            0.769231            0.692308   
35                   81            0.846154            0.692308   
36                  139            0.769231            0.692308   
37                   93            0.769231            0.692308   
38                  123            0.769231            0.692308   
39                   29            0.769231            0.730769   
40                   44            0.769231            0.769231   
41                   74            0.769231            0.769231   
42                  139            0.653846            0.576923   
43                  139            0.692308            0.615385   
44                  109            0.692308            0.730769   
45                   66            0.730769            0.730769   
46                   44            0.653846            0.730769   
47                   26            0.730769            0.730769   
48                  115            0.807692            0.730769   
49                  106            0.846154            0.692308   
50                   57            0.846154            0.692308   
51                   93            0.807692            0.730769   
52                  135            0.807692            0.730769   
53                   66            0.846154            0.730769   
54                   72            0.769231            0.807692   
55                   37            0.769231            0.769231   
56                  117            0.769231            0.730769   
57                   66            0.807692            0.692308   
58                   66            0.807692            0.730769   
59                   85            0.846154            0.692308   
60                   74            0.769231            0.692308   
61                   54            0.769231            0.730769   
62                   59            0.769231            0.653846   
63                   28            0.769231            0.730769   
64                   19            0.769231            0.769231   
65                   20            0.807692            0.769231   
66                   29            0.653846            0.615385   
67                   74            0.653846            0.653846   
68                   42            0.692308            0.653846   
69                   64            0.730769            0.692308   
70                   29            0.692308            0.692308   
71                   93            0.692308            0.692308   
72                  111            0.807692            0.730769   
73                   86            0.846154            0.730769   
74                  121            0.769231            0.730769   
75                  125            0.846154            0.730769   
76                  125            0.846154            0.730769   
77                  100            0.846154            0.730769   
78                  136            0.769231            0.730769   
79                  125            0.769231            0.692308   
80                   66            0.769231            0.692308   
81                  108            0.769231            0.692308   
82                   93            0.769231            0.692308   
83                   81            0.846154            0.692308   
84                   49            0.769231            0.692308   
85                   93            0.769231            0.692308   
86                  123            0.769231            0.692308   
87                   77            0.769231            0.730769   
88                   49            0.807692            0.769231   
89                   47            0.807692            0.730769   
90                   79            0.692308            0.653846   
91                  139            0.730769            0.692308   
92                  105            0.730769            0.730769   
93                   44            0.692308            0.730769   
94                   64            0.692308            0.730769   
95                   29            0.692308            0.730769   
96                  144            0.730769            0.576923   
97                   49            0.653846            0.576923   
98                    7            0.730769            0.538462   
99                   66            0.653846            0.653846   
100                  37            0.653846            0.653846   
101                  16            0.653846            0.653846   
102                  81            0.730769            0.730769   
103                  89            0.769231            0.692308   
104                  56            0.730769            0.653846   
105                  13            0.730769            0.653846   
106                  14            0.730769            0.615385   
107                  37            0.730769            0.615385   
108                 117            0.653846            0.576923   
109                  59            0.653846            0.653846   
110                  91            0.615385            0.653846   
111                   8            0.692308            0.653846   
112                  14            0.692308            0.653846   
113                  16            0.730769            0.653846   
114                  93            0.653846            0.692308   
115                 109            0.653846            0.576923   
116                  77            0.653846            0.576923   
117                  49            0.692308            0.615385   
118                  11            0.730769            0.615385   
119                  22            0.692308            0.653846   
120                 143            0.692308            0.730769   
121                   4            0.653846            0.615385   
122                   3            0.653846            0.615385   
123                   8            0.615385            0.653846   
124                  11            0.653846            0.653846   
125                   5            0.653846            0.653846   
126                  57            0.769231            0.653846   
127                 129            0.730769            0.538462   
128                  72            0.692308            0.615385   
129                  37            0.692308            0.615385   
130                  16            0.730769            0.615385   
131                  37            0.730769            0.615385   
132                 138            0.576923            0.653846   
133                  25            0.730769            0.653846   
134                  23            0.730769            0.692308   
135                   1            0.769231            0.653846   
136                   2            0.730769            0.653846   
137                   5            0.730769            0.653846   
138                 107            0.576923            0.653846   
139                  29            0.653846            0.615385   
140                 131            0.653846            0.653846   
141                  27            0.730769            0.692308   
142                  34            0.692308            0.692308   
143                  23            0.692308            0.653846   

     split2_test_recall  split3_test_recall  split4_test_recall  \
0              0.653846            0.884615            0.730769   
1              0.653846            0.846154            0.653846   
2              0.653846            0.846154            0.653846   
3              0.653846            0.884615            0.653846   
4              0.653846            0.884615            0.653846   
5              0.615385            0.884615            0.653846   
6              0.538462            0.884615            0.653846   
7              0.653846            0.884615            0.653846   
8              0.538462            0.846154            0.653846   
9              0.615385            0.846154            0.653846   
10             0.615385            0.846154            0.653846   
11             0.615385            0.846154            0.653846   
12             0.653846            0.884615            0.653846   
13             0.576923            0.807692            0.615385   
14             0.538462            0.884615            0.653846   
15             0.576923            0.846154            0.653846   
16             0.615385            0.846154            0.653846   
17             0.615385            0.846154            0.653846   
18             0.461538            0.884615            0.653846   
19             0.538462            0.807692            0.615385   
20             0.461538            0.846154            0.692308   
21             0.500000            0.807692            0.653846   
22             0.538462            0.846154            0.653846   
23             0.538462            0.807692            0.653846   
24             0.653846            0.884615            0.730769   
25             0.653846            0.884615            0.653846   
26             0.576923            0.846154            0.653846   
27             0.615385            0.884615            0.692308   
28             0.615385            0.884615            0.653846   
29             0.615385            0.884615            0.692308   
30             0.538462            0.884615            0.653846   
31             0.615385            0.884615            0.653846   
32             0.615385            0.884615            0.653846   
33             0.615385            0.884615            0.653846   
34             0.615385            0.884615            0.653846   
35             0.615385            0.884615            0.653846   
36             0.576923            0.923077            0.615385   
37             0.615385            0.884615            0.615385   
38             0.576923            0.846154            0.576923   
39             0.576923            0.846154            0.653846   
40             0.538462            0.846154            0.653846   
41             0.615385            0.884615            0.653846   
42             0.461538            0.807692            0.653846   
43             0.538462            0.884615            0.538462   
44             0.500000            0.769231            0.615385   
45             0.538462            0.846154            0.653846   
46             0.538462            0.846154            0.653846   
47             0.576923            0.846154            0.653846   
48             0.653846            0.884615            0.653846   
49             0.653846            0.846154            0.653846   
50             0.653846            0.846154            0.653846   
51             0.653846            0.884615            0.692308   
52             0.615385            0.884615            0.653846   
53             0.653846            0.884615            0.653846   
54             0.576923            0.884615            0.653846   
55             0.692308            0.884615            0.653846   
56             0.538462            0.884615            0.653846   
57             0.615385            0.846154            0.653846   
58             0.615385            0.846154            0.653846   
59             0.615385            0.884615            0.653846   
60             0.730769            0.884615            0.653846   
61             0.692308            0.807692            0.615385   
62             0.615385            0.807692            0.653846   
63             0.615385            0.846154            0.653846   
64             0.615385            0.846154            0.653846   
65             0.615385            0.846154            0.653846   
66             0.500000            0.884615            0.692308   
67             0.500000            0.769231            0.653846   
68             0.500000            0.807692            0.692308   
69             0.500000            0.807692            0.653846   
70             0.538462            0.807692            0.653846   
71             0.500000            0.807692            0.653846   
72             0.653846            0.884615            0.730769   
73             0.653846            0.884615            0.653846   
74             0.615385            0.884615            0.653846   
75             0.615385            0.884615            0.692308   
76             0.576923            0.884615            0.653846   
77             0.615385            0.884615            0.692308   
78             0.538462            0.884615            0.653846   
79             0.615385            0.884615            0.653846   
80             0.615385            0.884615            0.653846   
81             0.615385            0.884615            0.653846   
82             0.615385            0.884615            0.653846   
83             0.615385            0.884615            0.653846   
84             0.538462            0.923077            0.692308   
85             0.576923            0.846154            0.615385   
86             0.576923            0.846154            0.576923   
87             0.538462            0.846154            0.653846   
88             0.538462            0.846154            0.653846   
89             0.576923            0.884615            0.653846   
90             0.500000            0.807692            0.653846   
91             0.538462            0.846154            0.538462   
92             0.538462            0.769231            0.576923   
93             0.538462            0.846154            0.653846   
94             0.576923            0.807692            0.653846   
95             0.576923            0.807692            0.653846   
96             0.423077            0.423077            0.423077   
97             0.384615            0.769231            0.538462   
98             0.423077            0.769231            0.615385   
99             0.384615            0.730769            0.615385   
100            0.384615            0.730769            0.615385   
101            0.384615            0.769231            0.615385   
102            0.384615            0.769231            0.576923   
103            0.461538            0.769231            0.576923   
104            0.423077            0.769231            0.653846   
105            0.423077            0.807692            0.615385   
106            0.423077            0.807692            0.615385   
107            0.423077            0.769231            0.615385   
108            0.423077            0.730769            0.615385   
109            0.500000            0.730769            0.538462   
110            0.461538            0.692308            0.576923   
111            0.500000            0.807692            0.615385   
112            0.500000            0.769231            0.615385   
113            0.500000            0.769231            0.615385   
114            0.423077            0.730769            0.576923   
115            0.461538            0.692308            0.538462   
116            0.423077            0.730769            0.615385   
117            0.423077            0.807692            0.615385   
118            0.423077            0.846154            0.615385   
119            0.423077            0.807692            0.615385   
120            0.423077            0.576923            0.538462   
121            0.461538            0.769231            0.576923   
122            0.461538            0.769231            0.615385   
123            0.423077            0.769231            0.653846   
124            0.423077            0.730769            0.615385   
125            0.423077            0.769231            0.615385   
126            0.384615            0.884615            0.576923   
127            0.423077            0.769231            0.576923   
128            0.423077            0.769231            0.615385   
129            0.423077            0.807692            0.615385   
130            0.423077            0.807692            0.615385   
131            0.423077            0.769231            0.615385   
132            0.461538            0.692308            0.653846   
133            0.538462            0.807692            0.500000   
134            0.500000            0.769231            0.576923   
135            0.500000            0.846154            0.615385   
136            0.500000            0.807692            0.615385   
137            0.500000            0.807692            0.615385   
138            0.346154            0.769231            0.538462   
139            0.423077            0.807692            0.538462   
140            0.423077            0.692308            0.500000   
141            0.461538            0.769231            0.576923   
142            0.461538            0.769231            0.576923   
143            0.500000            0.769231            0.576923   

     mean_test_recall  std_test_recall  rank_test_recall  
0            0.769231         0.076923                 1  
1            0.746154         0.086346                13  
2            0.746154         0.086346                13  
3            0.746154         0.089707                18  
4            0.746154         0.089707                18  
5            0.746154         0.104909                13  
6            0.723077         0.117670                42  
7            0.730769         0.087706                34  
8            0.707692         0.104909                65  
9            0.723077         0.089045                42  
10           0.730769         0.087706                34  
11           0.730769         0.097301                34  
12           0.730769         0.087706                34  
13           0.700000         0.089045                69  
14           0.715385         0.115641                60  
15           0.707692         0.092947                65  
16           0.730769         0.084265                32  
17           0.738462         0.089045                21  
18           0.661538         0.136308                94  
19           0.638462         0.092947               115  
20           0.676923         0.125458                82  
21           0.684615         0.104344                80  
22           0.700000         0.101469                69  
23           0.700000         0.095459                69  
24           0.761538         0.078446                 2  
25           0.753846         0.096077                 4  
26           0.723077         0.098510                56  
27           0.753846         0.099108                 4  
28           0.746154         0.104909                13  
29           0.753846         0.099108                 4  
30           0.715385         0.115641                60  
31           0.723077         0.095459                42  
32           0.723077         0.095459                42  
33           0.723077         0.095459                42  
34           0.723077         0.095459                42  
35           0.738462         0.107141                25  
36           0.715385         0.123077                57  
37           0.715385         0.102050                57  
38           0.692308         0.106031                75  
39           0.715385         0.092947                60  
40           0.715385         0.107692                57  
41           0.738462         0.095459                21  
42           0.630769         0.113053               118  
43           0.653846         0.128717                97  
44           0.661538         0.095459                94  
45           0.700000         0.101469                69  
46           0.684615         0.101469                80  
47           0.707692         0.089707                65  
48           0.746154         0.089707                18  
49           0.738462         0.089045                25  
50           0.738462         0.089045                25  
51           0.753846         0.082849                 4  
52           0.738462         0.098510                25  
53           0.753846         0.096077                 4  
54           0.738462         0.109868                21  
55           0.753846         0.079197                 4  
56           0.715385         0.115641                60  
57           0.723077         0.089045                42  
58           0.730769         0.087706                34  
59           0.738462         0.107141                25  
60           0.746154         0.079197                13  
61           0.723077         0.066172                42  
62           0.700000         0.074580                69  
63           0.723077         0.082131                42  
64           0.730769         0.084265                32  
65           0.738462         0.089045                21  
66           0.669231         0.125458                88  
67           0.646154         0.085658               102  
68           0.669231         0.099108                86  
69           0.676923         0.102050                82  
70           0.676923         0.086346                82  
71           0.669231         0.099108                86  
72           0.761538         0.078446                 2  
73           0.753846         0.096077                 4  
74           0.730769         0.094211                34  
75           0.753846         0.099108                 4  
76           0.738462         0.115128                25  
77           0.753846         0.099108                 4  
78           0.715385         0.115641                60  
79           0.723077         0.095459                42  
80           0.723077         0.095459                42  
81           0.723077         0.095459                42  
82           0.723077         0.095459                42  
83           0.738462         0.107141                25  
84           0.723077         0.124985                41  
85           0.700000         0.098510                69  
86           0.692308         0.106031                75  
87           0.707692         0.104909                65  
88           0.723077         0.112529                42  
89           0.730769         0.108786                40  
90           0.661538         0.098510                91  
91           0.669231         0.118171                88  
92           0.669231         0.092947                88  
93           0.692308         0.100295                75  
94           0.692308         0.076923                75  
95           0.692308         0.076923                75  
96           0.515385         0.123077               144  
97           0.584615         0.127330               142  
98           0.615385         0.126398               125  
99           0.607692         0.117670               132  
100          0.607692         0.117670               132  
101          0.615385         0.126398               125  
102          0.638462         0.143085               109  
103          0.653846         0.119169                97  
104          0.646154         0.120158               102  
105          0.646154         0.129633               102  
106          0.638462         0.130089               109  
107          0.630769         0.120649               116  
108          0.600000         0.102050               136  
109          0.615385         0.084265               128  
110          0.600000         0.079197               136  
111          0.653846         0.100295                96  
112          0.646154         0.089045               102  
113          0.653846         0.094211                97  
114          0.615385         0.108786               128  
115          0.584615         0.082131               140  
116          0.600000         0.102050               136  
117          0.630769         0.125458               118  
118          0.646154         0.140582               102  
119          0.638462         0.125458               109  
120          0.592308         0.110405               139  
121          0.615385         0.100295               128  
122          0.623077         0.098510               121  
123          0.623077         0.112529               121  
124          0.615385         0.103203               125  
125          0.623077         0.112529               121  
126          0.653846         0.170276                97  
127          0.607692         0.127330               132  
128          0.623077         0.115128               121  
129          0.630769         0.125458               118  
130          0.638462         0.130089               109  
131          0.630769         0.120649               116  
132          0.607692         0.082131               131  
133          0.646154         0.115128               102  
134          0.653846         0.100295                97  
135          0.676923         0.120649                82  
136          0.661538         0.104344                91  
137          0.661538         0.104344                91  
138          0.576923         0.139738               143  
139          0.607692         0.127330               132  
140          0.584615         0.104344               140  
141          0.646154         0.112529               102  
142          0.638462         0.107692               109  
143          0.638462         0.092947               109  

Best Parameters:
{'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'n_estimators': 50}

Best Score 0.8110047846889952




---------------- LOG ----------------
Grid Search CV Results:
    mean_fit_time  std_fit_time  mean_score_time  std_score_time param_C  \
0        0.001950      0.000315         0.000677        0.000025       1   
1        0.001680      0.000046         0.000721        0.000028       1   
2        0.001680      0.000165         0.000682        0.000031       1   
3        0.001503      0.000065         0.000668        0.000058       1   
4        0.003001      0.001538         0.000631        0.000029     1.5   
5        0.001643      0.000317         0.000744        0.000153     1.5   
6        0.002705      0.000905         0.000662        0.000024     1.5   
7        0.001391      0.000108         0.000595        0.000014     1.5   
8        0.006977      0.004183         0.000674        0.000069       2   
9        0.001503      0.000055         0.000611        0.000015       2   
10       0.006481      0.004490         0.000606        0.000033       2   
11       0.001506      0.000050         0.000602        0.000018       2   
12       0.013223      0.002963         0.000648        0.000021       3   
13       0.001626      0.000092         0.000603        0.000007       3   
14       0.012852      0.005934         0.000665        0.000061       3   
15       0.001668      0.000185         0.000706        0.000170       3   
16       0.017274      0.002690         0.000653        0.000029       4   
17       0.001617      0.000101         0.000594        0.000010       4   
18       0.016581      0.002743         0.000696        0.000032       4   
19       0.001615      0.000057         0.000576        0.000015       4   
20       0.017574      0.002316         0.000676        0.000058       5   
21       0.001845      0.000202         0.000594        0.000015       5   
22       0.018879      0.003103         0.000696        0.000091       5   
23       0.001562      0.000090         0.000607        0.000017       5   
24       0.021878      0.001839         0.000665        0.000047      10   
25       0.001937      0.000089         0.000606        0.000011      10   
26       0.020377      0.002681         0.000669        0.000051      10   
27       0.001764      0.000117         0.000582        0.000025      10   
28       0.022782      0.001577         0.000642        0.000017      20   
29       0.002008      0.000169         0.000586        0.000004      20   
30       0.022453      0.001899         0.000644        0.000017      20   
31       0.002026      0.000199         0.000809        0.000157      20   
32       0.024270      0.000839         0.000679        0.000038      50   
33       0.002043      0.000132         0.000581        0.000010      50   
34       0.023250      0.001663         0.000681        0.000055      50   
35       0.002014      0.000092         0.000597        0.000011      50   
36       0.023614      0.003489         0.000697        0.000011     100   
37       0.002501      0.000319         0.000605        0.000008     100   
38       0.023701      0.001220         0.000726        0.000054     100   
39       0.002296      0.000261         0.000606        0.000005     100   

   param_class_weight param_penalty  \
0            balanced            l1   
1            balanced            l2   
2                None            l1   
3                None            l2   
4            balanced            l1   
5            balanced            l2   
6                None            l1   
7                None            l2   
8            balanced            l1   
9            balanced            l2   
10               None            l1   
11               None            l2   
12           balanced            l1   
13           balanced            l2   
14               None            l1   
15               None            l2   
16           balanced            l1   
17           balanced            l2   
18               None            l1   
19               None            l2   
20           balanced            l1   
21           balanced            l2   
22               None            l1   
23               None            l2   
24           balanced            l1   
25           balanced            l2   
26               None            l1   
27               None            l2   
28           balanced            l1   
29           balanced            l2   
30               None            l1   
31               None            l2   
32           balanced            l1   
33           balanced            l2   
34               None            l1   
35               None            l2   
36           balanced            l1   
37           balanced            l2   
38               None            l1   
39               None            l2   

                                               params  split0_test_accuracy  \
0   {'C': 1, 'class_weight': 'balanced', 'penalty'...              0.740260   
1   {'C': 1, 'class_weight': 'balanced', 'penalty'...              0.740260   
2     {'C': 1, 'class_weight': None, 'penalty': 'l1'}              0.714286   
3     {'C': 1, 'class_weight': None, 'penalty': 'l2'}              0.727273   
4   {'C': 1.5, 'class_weight': 'balanced', 'penalt...              0.753247   
5   {'C': 1.5, 'class_weight': 'balanced', 'penalt...              0.727273   
6   {'C': 1.5, 'class_weight': None, 'penalty': 'l1'}              0.714286   
7   {'C': 1.5, 'class_weight': None, 'penalty': 'l2'}              0.714286   
8   {'C': 2, 'class_weight': 'balanced', 'penalty'...              0.727273   
9   {'C': 2, 'class_weight': 'balanced', 'penalty'...              0.727273   
10    {'C': 2, 'class_weight': None, 'penalty': 'l1'}              0.714286   
11    {'C': 2, 'class_weight': None, 'penalty': 'l2'}              0.714286   
12  {'C': 3, 'class_weight': 'balanced', 'penalty'...              0.727273   
13  {'C': 3, 'class_weight': 'balanced', 'penalty'...              0.727273   
14    {'C': 3, 'class_weight': None, 'penalty': 'l1'}              0.714286   
15    {'C': 3, 'class_weight': None, 'penalty': 'l2'}              0.714286   
16  {'C': 4, 'class_weight': 'balanced', 'penalty'...              0.727273   
17  {'C': 4, 'class_weight': 'balanced', 'penalty'...              0.727273   
18    {'C': 4, 'class_weight': None, 'penalty': 'l1'}              0.714286   
19    {'C': 4, 'class_weight': None, 'penalty': 'l2'}              0.714286   
20  {'C': 5, 'class_weight': 'balanced', 'penalty'...              0.727273   
21  {'C': 5, 'class_weight': 'balanced', 'penalty'...              0.727273   
22    {'C': 5, 'class_weight': None, 'penalty': 'l1'}              0.714286   
23    {'C': 5, 'class_weight': None, 'penalty': 'l2'}              0.714286   
24  {'C': 10, 'class_weight': 'balanced', 'penalty...              0.701299   
25  {'C': 10, 'class_weight': 'balanced', 'penalty...              0.714286   
26   {'C': 10, 'class_weight': None, 'penalty': 'l1'}              0.714286   
27   {'C': 10, 'class_weight': None, 'penalty': 'l2'}              0.714286   
28  {'C': 20, 'class_weight': 'balanced', 'penalty...              0.688312   
29  {'C': 20, 'class_weight': 'balanced', 'penalty...              0.701299   
30   {'C': 20, 'class_weight': None, 'penalty': 'l1'}              0.714286   
31   {'C': 20, 'class_weight': None, 'penalty': 'l2'}              0.714286   
32  {'C': 50, 'class_weight': 'balanced', 'penalty...              0.688312   
33  {'C': 50, 'class_weight': 'balanced', 'penalty...              0.688312   
34   {'C': 50, 'class_weight': None, 'penalty': 'l1'}              0.714286   
35   {'C': 50, 'class_weight': None, 'penalty': 'l2'}              0.714286   
36  {'C': 100, 'class_weight': 'balanced', 'penalt...              0.688312   
37  {'C': 100, 'class_weight': 'balanced', 'penalt...              0.688312   
38  {'C': 100, 'class_weight': None, 'penalty': 'l1'}              0.714286   
39  {'C': 100, 'class_weight': None, 'penalty': 'l2'}              0.714286   

    split1_test_accuracy  split2_test_accuracy  split3_test_accuracy  \
0               0.723684              0.697368              0.855263   
1               0.697368              0.671053              0.868421   
2               0.750000              0.736842              0.828947   
3               0.723684              0.736842              0.815789   
4               0.697368              0.697368              0.868421   
5               0.697368              0.671053              0.868421   
6               0.736842              0.723684              0.815789   
7               0.710526              0.723684              0.815789   
8               0.697368              0.684211              0.868421   
9               0.684211              0.671053              0.868421   
10              0.736842              0.723684              0.815789   
11              0.710526              0.710526              0.815789   
12              0.697368              0.657895              0.868421   
13              0.697368              0.657895              0.868421   
14              0.710526              0.697368              0.815789   
15              0.710526              0.697368              0.815789   
16              0.697368              0.657895              0.868421   
17              0.697368              0.657895              0.868421   
18              0.723684              0.684211              0.815789   
19              0.710526              0.697368              0.815789   
20              0.697368              0.657895              0.868421   
21              0.697368              0.657895              0.868421   
22              0.723684              0.710526              0.842105   
23              0.710526              0.710526              0.815789   
24              0.710526              0.657895              0.868421   
25              0.710526              0.657895              0.868421   
26              0.723684              0.723684              0.855263   
27              0.710526              0.710526              0.855263   
28              0.710526              0.657895              0.855263   
29              0.710526              0.657895              0.868421   
30              0.723684              0.723684              0.855263   
31              0.723684              0.723684              0.855263   
32              0.710526              0.657895              0.842105   
33              0.710526              0.657895              0.855263   
34              0.736842              0.710526              0.855263   
35              0.723684              0.723684              0.855263   
36              0.710526              0.657895              0.842105   
37              0.710526              0.657895              0.842105   
38              0.736842              0.710526              0.855263   
39              0.736842              0.710526              0.855263   
