[ 6.84545433  0.          0.          0.          0.          0.          0.        ]
[ 0.         2.8907436  0.         0.         0.         0.         0.       ]
[ 0.          0.          2.44587936  0.          0.          0.          0.        ]
[ 0.          0.          0.          2.43338585  0.          0.          0.        ]
[ 0.          0.          0.          0.          2.25797978  0.          0.        ]
[ 0.          0.          0.          0.          0.          2.15350379
  0.        ]
[ 0.         0.         0.         0.         0.         0.         1.6226366]
