1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.461261261261,0.827027027027,0.711711711712,0.714414414414,0.846846846847,0.890990990991,0.932432432432,0.873873873874,0.824324324324,0.513513513514,1.0,0.881981981982,0.837837837838,0.837837837838
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5
1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5
0.333333333333,0.666666666667,0.333333333333,0.666666666667,1.0,0.666666666667,0.333333333333,0.666666666667,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.666666666667
0.85,0.867307692308,0.853846153846,0.840384615385,0.871153846154,0.930769230769,0.923076923077,0.884615384615,0.826923076923,0.823076923077,0.884615384615,1.0,0.857692307692,0.919230769231
0.882882882883,1.0,0.720720720721,0.765765765766,0.720720720721,0.693693693694,0.720720720721,0.612612612613,0.702702702703,0.666666666667,0.720720720721,0.702702702703,0.738738738739,0.684684684685
